WellReport,TypeOfWork,ProposedUs,OwnerName2,County2,WellAddres,CoordDDLat,CoordDDLon,GridNumber,DrillingSt,DrillingEn,Year,BoreholeDe,DrillerSig,DrillerCom,LicenseNum,PluggingRe
125299,New Well,Industrial,Energen Resources,Gaines,"North Robinson Unit,",32.67,-102.788889,27-18-6,9/6/2007,9/12/2007,2007,191,Bill M Dubose Jr,Dubose Drilling Inc,3161,
125293,New Well,Industrial,Energen Resources,Gaines,"North Robinson Unit,",32.669722,-102.786945,27-18-6,8/30/2007,9/5/2007,2007,186,Bill M Dubose Jr,Dubose Drilling Inc,3161,
82655,New Well,Industrial,Key Energy,Gaines,,32.680555,-102.715001,27-19-4,4/15/2004,4/16/2004,2004,165,Ronny Keith,West Texas Water Well Service,4854,
80954,New Well,Industrial,"Chevron, Inc.",Gaines,,32.549445,-102.685278,27-27-5,4/10/2006,4/13/2006,2006,208,Rodney D Dutton,West Texas Water Well Service,4218,
80952,New Well,Industrial,"Chevron, Inc.",Gaines,,32.550834,-102.675555,27-27-5,4/4/2006,4/6/2006,2006,218,Rodney D Dutton,West Texas Water Well Service,4218,
79417,New Well,Industrial,Key Energy,Gaines,,32.678333,-102.716112,27-19-4,4/20/2004,4/21/2004,2004,168,Ronny Keith,West Texas Water Well Service,4854,
77350,New Well,Industrial,LEE JAMESON,Gaines,"Block G Section 37, Same,",32.806112,-102.491389,27-13-4,5/26/2004,5/27/2004,2004,187,John Goertzen,GOERTZEN DRILLING,50304,
71097,New Well,Industrial,Platinum Exploration Inc,Gaines,"25 Miles Northwest, Seminole, 79360",32.872778,-102.97,27-09-1,9/8/2003,9/17/2003,2003,239,Cecil Allen Jeter,Jeter Drilling Co Inc,799,
35526,New Well,Industrial,Donald Stephens,Gaines,"Route, Seminole, 79360",32.548611,-102.698334,27-27-5,6/16/2003,6/16/2003,2003,156,Alan Garrett Eades,Eades Drilling and Pump Service,2330,
16093,New Well,Industrial,Jesse Bryant,Terry,"CR 211, Denver City, 79323",32.918333,-102.725833,27-03-4,1/7/2003,1/10/2003,2003,188,Daniel Dyck,Dyck Pump Service,54449,
568203,New Well,Industrial,ELNORA CUNNINGHAM,Cochran,"LABOR 6  LEAGUE 132, MORTON,",33.5164,-102.858632,24-26-7,1/29/2021,1/29/2021,2021,243,Jacobo F Friesen,"Vanguard Well Resources, LLC",59415,
568202,New Well,Industrial,ELNORA CUNNINGHAM,Cochran,"LABOR 6  LEAGUE 132, MORTON,",33.51558,-102.858075,24-26-7,1/22/2021,1/22/2021,2021,243,Jacobo F Friesen,"Vanguard Well Resources, LLC",59415,
518833,New Well,Industrial,Larry Ivins,Cochran,"League: 148
Labor: 5
Stonewall CSL, Lehman,",33.645685,-102.9147,24-17-9,7/24/2019,7/25/2019,2019,200,Lyndon Couch,"Submersible Pump Specialists, LLC",58461,
518829,New Well,Industrial,Larry Ivins,Cochran,"League: 148
Labor: 5
Stonewall CSL, Lehman,",33.648745,-102.912874,24-17-9,7/23/2019,7/24/2019,2019,215,Lyndon Couch,"Submersible Pump Specialists, LLC",58461,
484489,New Well,Industrial,Larry Ivins,Cochran,"CSL: Stonewall CSL
Labor: 5
League: 148
County: Cochran, Morton,",33.644717,-102.912967,24-17-9,6/12/2018,6/13/2018,2018,215,Lyndon Couch,"Submersible Pump Specialists, LLC",58461,
158423,New Well,Industrial,MITCH VALENTINE,Cochran,,33.5925,-102.662223,24-27-3,9/15/2008,9/20/2008,2008,229,Charles Lyndall Couch,SUBMERSIBLE PUMP SPECIALISTS,54256,
52760,New Well,Industrial,Conoco Phillips Co.,Cochran,"Slaughter Pump Station, Plains, 79346",33.400001,-102.755556,24-34-9,1/3/2005,1/4/2005,2005,195,Elton Spears,Pandhandle Pump & Irrigation,4475,22293
609821,New Well,Industrial,Stint Ranch,Terry,"Sw/4 
Section 122
Block T, Brownfield,",33.084321,-102.309043,24-62-2,5/9/2022,5/9/2022,2022,165,Francisco Fehr Friesen,"Vanguard Well Resources, LLC",59936,
398459,New Well,Industrial,"Seagraves Ventures, LLC",Terry,"NW/4 Section 83, Block DD, Brownfield, 79316",32.970555,-102.520555,27-04-3,5/27/2015,5/28/2015,2015,205,Peter B Loewen,Peter B Loewen,59470,
332343,New Well,Industrial,XTO Energy,Terry,"888 CR 121, Tokio, 79376",33.291945,-102.581667,24-44-5,7/2/2013,7/27/2013,2013,384,Duane Ward,"Presage Environmental, Inc.",54415,
324628,New Well,Industrial,Amerada Hess,Terry,"Sect 481 Block G, Brownfield, 79316",33.163889,-102.377778,24-53-9,10/27/2010,10/28/2010,2010,260,John Goertzen,Goertzen Drilling,50304,
321861,New Well,Industrial,"S.L.D. Farms, LP",Terry,"West of Brownfield on Hwy 380 to FM 402, North to CR 400, West 1 mi, Brownfield, 79316",33.239445,-102.484445,24-53-1,5/22/2013,5/23/2013,2013,174,Duane Ward,"Presage Environmental, Inc.",54415,
318478,New Well,Industrial,XTO Energy,Terry,"North of Tokio on CR 121 to end of Pavement, North .5 Mile, East .5 mile, Tokio, 79376",33.293056,-102.570833,24-44-5,4/2/2013,4/10/2013,2013,398,Duane Ward,"Presage Environmental, Inc.",54415,
318477,New Well,Industrial,XTO Energy,Terry,"North of Tokio on CR 121 to end of Pavement, North .5 Mile, East .5 mile, Tokio, 79376",33.293056,-102.570833,24-44-5,4/2/2013,4/10/2013,2013,398,Duane Ward,"Presage Environmental, Inc.",54415,
318475,New Well,Industrial,XTO Energy,Terry,"CR 121 N of Tokio, Tx 8.5 miles, East .5 miles, Tokio, 79376",33.292222,-102.560556,24-44-5,3/1/2013,3/18/2013,2013,415,Duane Ward,"Presage Environmental, Inc.",54415,
264779,New Well,Industrial,"XTO Energy, Inc.",Terry,"North of Tokio, Texas on CR 121, 8 1/2 mi, Tokio, 79316",33.290556,-102.578889,24-44-8,8/18/2011,8/25/2011,2011,390,Duane Ward,"Presage Environmental, Inc.",54415,
255550,New Well,Industrial,XTO Energy,Terry,"N. of Tokio on CR 121 7.25 miles, East 1.25 miles, Tokio, 79376",33.288056,-102.555278,24-44-8,4/7/2011,4/16/2011,2011,400,Duane Ward,"Presage Environmental, Inc.",54415,75517
241772,New Well,Industrial,Occidental Permian LTD.,Terry,"3.32 Miles NE of RR2196 and CR121 Intersection, Brownfield, 79316",33.309167,-102.545556,24-44-5,12/8/2010,12/13/2010,2010,392,Lee Foster Gebbert,"Geoprojects International, Inc",2525,
215319,New Well,Industrial,Landmark,Terry,,33.1825,-102.318611,24-54-5,5/3/2010,5/3/2010,2010,139,Bruce Carter,"Carter Drilling Co., Inc.",2320,
123433,New Well,Industrial,Great Western Drilling Co.,Terry,"SE\4 Sec. 14 Blk D-14, Sundown, 79372",33.316389,-102.538334,24-44-6,8/9/2007,8/9/2007,2007,170,Jack Spears,Jack Spears Drilling,533,
65829,New Well,Industrial,Halliburton Energy-Delta Envir.,Terry,"1301 W. Webb, Brownfield, 79316",33.166667,-102.289722,24-54-6,1/21/2004,1/21/2004,2004,130,Spencer L Powell,Diversified Water Well Drilling,2611,
65826,New Well,Industrial,Halliburton Energy-Delta Envir.,Terry,"1301 W. Webb, Brownfield, 79316",33.166667,-102.289445,24-54-6,1/20/2004,1/21/2004,2004,130,Spencer L Powell,Diversified Water Well Drilling,2611,
65822,New Well,Industrial,Halliburton Energy-Delta Envir.,Terry,"1301 W. Webb, Brownfield, 79316",33.166667,-102.289722,24-54-6,1/16/2004,1/17/2004,2004,130,Spencer L Powell,Diversified Water Well Drilling,2611,
65820,New Well,Industrial,Halliburton Energy-Delta Envir.,Terry,"1301 W. Webb, Brownfield, 79316",33.166667,-102.289722,24-54-6,1/15/2004,1/15/2004,2004,130,Spencer L Powell,Diversified Water Well Drilling,2611,
65816,New Well,Industrial,Halliburton Energy-Delta Envir.,Terry,"1301 W. Webb, Brownfield, 79316",33.166667,-102.289722,24-54-6,1/14/2004,1/15/2004,2004,130,Spencer L Powell,Diversified Water Well Drilling,2611,
64571,New Well,Industrial,Wade Bennett,Terry,,33.001667,-102.193611,24-63-8,7/13/2004,7/14/2004,2004,110,Monte J Moore,Monte Moore Drilling,3289,
55464,New Well,Industrial,MERIT ENERGY,Terry,,33.266389,-102.560556,24-44-8,3/15/2005,3/19/2005,2005,151,Charles Lyndall Couch,SUBMERSIBLE PUMP SPECIALISTS,54256,
55461,New Well,Industrial,MERIT ENERGY,Terry,,33.265834,-102.559723,24-44-8,3/10/2005,3/14/2005,2005,156,Charles Lyndall Couch,SUBMERSIBLE PUMP SPECIALISTS,54256,
55459,New Well,Industrial,MERIT ENERGY,Terry,,33.264445,-102.561667,24-44-8,3/7/2005,3/9/2005,2005,156,Charles Lyndall Couch,SUBMERSIBLE PUMP SPECIALISTS,54256,
53148,New Well,Industrial,MERIT ENERGY,Terry,,33.261945,-102.555001,24-44-8,2/1/2005,2/2/2005,2005,140,Charles Lyndall Couch,SUBMERSIBLE PUMP SPECIALISTS,54256,111057
53147,New Well,Industrial,MERIT ENERGY,Terry,,33.265278,-102.562501,24-44-8,1/27/2005,1/28/2005,2005,143,Charles Lyndall Couch,SUBMERSIBLE PUMP SPECIALISTS,54256,
53146,New Well,Industrial,MERIT ENERGY,Terry,,33.265278,-102.556945,24-44-8,1/26/2005,1/27/2005,2005,147,Charles Lyndall Couch,SUBMERSIBLE PUMP SPECIALISTS,54256,
52507,New Well,Industrial,MERIT ENERGY,Terry,,33.266112,-102.557778,24-44-8,1/23/2005,1/24/2005,2005,154,Charles Lyndall Couch,SUBMERSIBLE PUMP SPECIALISTS,54256,
51183,New Well,Industrial,MERIT ENERGY,Terry,,33.261112,-102.561945,24-44-8,12/14/2004,12/19/2004,2004,407,Charles Lyndall Couch,SUBMERSIBLE PUMP SPECIALISTS,54256,
51178,New Well,Industrial,MERIT ENERGY,Terry,,33.269444,-102.558056,24-44-8,12/7/2004,12/13/2004,2004,434,Charles Lyndall Couch,SUBMERSIBLE PUMP SPECIALISTS,54256,
35387,New Well,Industrial,SRJ DEVELOPMENT/STANLEY JONES,Terry,"N. of Bfld. on 62/82 to David Bailey Rd., E. 3 mi., N. 1 1/4 mi., BROWNFIELD, 79316",33.231111,-102.228333,24-55-1,3/30/2004,3/31/2004,2004,115,Duane Ward,B & B CONSTRUCTION CO.,54415,
24713,New Well,Industrial,MERIT ENERGY,Terry,,33.254723,-102.552501,24-44-8,7/18/2003,7/22/2003,2003,158,Charles Lyndall Couch,SUBMERSIBLE PUMP SPECIALISTS,54256,
24712,New Well,Industrial,MERIT ENERGY,Terry,,33.268055,-102.552778,24-44-8,7/17/2003,7/18/2003,2003,422,Charles Lyndall Couch,SUBMERSIBLE PUMP SPECIALISTS,54256,108063
16948,New Well,Industrial,Mike Timmons,Terry,"Webb E 1600, Brownfield, 79316",33.148056,-102.218055,24-55-7,11/18/2002,11/19/2002,2002,53,Daniel Dyck,Dyck Pump Service,54449,
6745,New Well,Industrial,RICKY DAY,Terry,"N.W. of Bfld. on Hwy. 385 to FM 2196, W TO CR 121, N. 4 MILES, BROWNFIELD, 79316",33.323611,-102.576944,24-44-5,4/5/2002,4/5/2002,2002,180,Duane Ward,B & B CONSTRUCTION CO.,54415,105926
609853,New Well,Industrial,STEWARD ENERGY C/O HOLLIE LORTIE,Yoakum,"SECTION 345
BLOCK D, PLAINS,",33.2356,-103.0239,25-56-3,5/24/2022,5/24/2022,2022,275,Jacobo F Friesen,"Vanguard Well Resources, LLC",59415,
602070,New Well,Industrial,STEWARD ENERGY,Yoakum,"SECTION 345
BLOCK D, PLAINS,",33.2378,-103.0245,25-56-3,8/11/2021,8/11/2021,2021,273,Jacobo F Friesen,"Vanguard Well Resources, LLC",59415,
602065,New Well,Industrial,STEWARD ENERGY,Yoakum,"SECTION 345
BLOCK D, PLAINS,",33.2374,-103.0246,25-56-3,8/9/2021,8/10/2021,2021,273,Jacobo F Friesen,"Vanguard Well Resources, LLC",59415,
595602,New Well,Industrial,J3 Imperium LTD,Yoakum,"SE/4 
SECTION 708
BLOCK D
SURVEY JHG, Allred,",33.056431,-102.964755,24-57-4,11/3/2021,1/5/2022,2022,302,Francisco Fehr Friesen,"Vanguard Well Resources, LLC",59936,
541879,New Well,Industrial,Suncot  Gin,Yoakum,"Section  7  Block  A-6, Denvercity,",32.963083,-102.9956,27-01-1,3/18/2020,3/19/2020,2020,285,Charley Goertzen,Goertzen Drilling,59489,
507409,New Well,Industrial,NOWELL BORDERS,Yoakum,"NA, PLAINS,",33.081617,-103.061811,25-64-5,7/23/2018,7/24/2018,2018,237,Peter Klassen,PETER KLASSEN,59406,
482963,New Well,Industrial,Santa  Fe Midstream Permian,Yoakum,"Section 733  Block D, Denvercity,",33.048817,-102.903033,24-57-6,6/6/2018,6/6/2018,2018,119,Charley Goertzen,Goertzen Drilling,59489,
382269,Replacement,Industrial,"NEW-TEX GIN, INC",Yoakum,"111 US HWY 82,",33.091667,-103.061667,25-64-2,11/11/2014,11/21/2014,2014,233,Jacobo F Friesen,Vanguard Water Wells,59415,
215719,New Well,Industrial,I Ben Dyck,Yoakum,"SW 1/4, Sec 401, Blk D, Plains, 79355",33.198056,-103.019444,25-56-6,1/5/2009,1/7/2009,2009,287,Luis Duran,Duran Drilling,54953,
148884,New Well,Industrial,"Lufkin Industries, Inc.",Yoakum,"Route 2, Denver City, 79323",32.965,-102.829722,27-02-2,12/1/2005,12/1/2005,2005,180,Alan Garrett Eades,Eades Drilling and Pump Service,2330,
119163,New Well,Industrial,Occidental Permian,Yoakum,"5.5 mi N Denver Cty to CR620 E.4.3 mi,",33.134445,-102.712778,24-51-7,9/4/2003,9/15/2003,2003,118,Rodney D Dutton,West Texas Water Well Svc.,4218,
96759,New Well,Industrial,Occidental Permian,Yoakum,"5.5 Miles N of Denver City & FM 1214 to CR 260 E. 4.3 Miles,",33.133055,-102.712223,24-51-7,9/24/2003,9/25/2003,2003,160,Rodney D Dutton,West Texas Water Well Service,4218,
96743,New Well,Industrial,Occidental Permian,Yoakum,"5.5 Miles N of Denver City & FM 1214 to CR 260 E. 4.3 Miles,",33.131944,-102.712223,24-51-7,10/1/2003,10/2/2003,2003,140,Rodney D Dutton,West Texas Water Well Service,4218,
95292,New Well,Industrial,Occidental Permian,Yoakum,"5.5 Miles North of Denver City to CR 260 E. 4.3 Miles,",33.128611,-102.716667,24-51-7,9/30/2003,9/30/2003,2003,135,Rodney D Dutton,West Texas Water Well Service,4218,
83973,New Well,Industrial,Triple GB Farms,Yoakum,"NW 1/4, Blk. D, Sec. 777,",32.991667,-103.041667,26-08-2,3/1/2004,3/3/2004,2004,222,Ernesto Mendoza,Wes Tex Exploration,4962,
71995,New Well,Industrial,Clayton Williams,Yoakum,"C.R. 240, Plains, 79355",33.118333,-102.623055,24-60-1,11/27/2005,11/30/2005,2005,170,Mike Tharp,West Texas Water Well Service,55070,112925
18884,New Well,Industrial,OXY,Yoakum,"HWY. 214 N., DENVER CITY,",33.007501,-102.817222,24-58-8,3/4/2003,3/4/2003,2003,80,Duane Ward,B & B CONSTRUCTION CO.,54415,
