WellReport,TypeOfWork,ProposedUs,OwnerName2,County2,WellAddres,CoordDDLat,CoordDDLon,GridNumber,DrillingSt,DrillingEn,Year,BoreholeDe,DrillerSig,DrillerCom,LicenseNum,PluggingRe
561966,New Well,Industrial,Oxy ( Trey Harris ),Gaines,"1597 N 1785 E, Seminole Tx, 79360",32.721667,-102.955278,27-17-2,12/16/2020,12/17/2020,2020,289,HENRY NEUFELD,HENRY NEUFELD,59619,
561701,New Well,Industrial,Oxy Trey Harris,Gaines,"3445 N 2903 E, Seminole Tx, 79360",32.716944,-102.959167,27-17-1,11/20/2020,11/20/2020,2020,293,HENRY NEUFELD,HENRY NEUFELD,59619,
555853,New Well,Industrial,Sabinal Energy LLC,Gaines,"Location: 1720W, 4111S
Block: A-X
Section: 3, Seminole,",32.65665,-102.74875,27-19-7,8/29/2020,8/29/2020,2020,229,Peter B Loewen,Peter B Loewen,59470,
555845,New Well,Industrial,Sabinal Energy LLC,Gaines,"Location: 945W, 1398S
Block: A-X
Section: 3, Seminole,",32.658633,-102.746267,27-19-7,9/1/2020,9/1/2020,2020,240,Peter B Loewen,Peter B Loewen,59470,
535930,New Well,Industrial,Sabinal Energy Operating LLC,Gaines,"Location: 647N, 1004W
Block: G
Section: 324 NW 1/4, Seminole,",32.694924,-102.79153,27-18-6,2/10/2020,2/11/2020,2020,205,Peter B Loewen,Peter B Loewen,59470,
532255,New Well,Industrial,Oxy  Trey Harris,Gaines,"Seminole Tx, Seminole Tx, 79360",32.732639,-102.752361,27-18-3,1/6/2020,1/7/2020,2020,216,HENRY NEUFELD,HENRY NEUFELD,59619,
527573,New Well,Industrial,Oxy Trey Harris,Gaines,"3760 N 1317 W, Seminole Tx, 79360",32.730186,-102.756211,27-18-3,11/4/2019,11/6/2019,2019,215,HENRY NEUFELD,HENRY NEUFELD,59619,
524063,New Well,Industrial,Sheridan Production Company  LLC,Gaines,"blcok a -24    section 19, seminole, 79360",32.599747,-102.730308,27-27-1,10/1/2019,10/4/2019,2019,203,Johny Loewen,DRILL PRO WATER WELL DRILLING,59027,
523251,New Well,Industrial,Oxy  Trey Harris,Gaines,"1583 W 1125 N, Seminole Tx, 79360",32.737139,-102.841306,27-18-1,7/29/2019,7/31/2019,2019,210,HENRY NEUFELD,HENRY NEUFELD,59619,
522747,New Well,Industrial,Johan Knelsen,Gaines,"462 N 1690 E
BLOCK G
SECTION 123, SEMINOLE,",32.797375,-102.577075,27-12-5,8/16/2019,8/19/2019,2019,284,Francisco Fehr Friesen,"Vanguard Well Resources, LLC",59936,
516744,New Well,Industrial,MARK ALAN MCCLAIN,Gaines,"na, Seminole, 79360",32.859917,-102.730317,27-11-1,12/28/2018,12/28/2018,2018,300,Peter Klassen,PETER KLASSEN,59406,
514097,New Well,Industrial,TEXAS LAND PETROLEUM,Gaines,"N/A NO WELL ADDRESS PROVIDED, SEMINOLE, 79360",32.635867,-102.66085,27-19-9,6/20/2017,6/21/2017,2017,165,Peter Klassen,PETER KLASSEN,59406,
513880,New Well,Industrial,"Valiant Land & Cattle,LLC (Matthew Swierc)",Gaines,"Block H Sec 83, Seminole,",32.856306,-102.385072,27-13-3,5/2/2019,5/3/2019,2019,168,Johan P Banman,JB Drilling,59597,
513782,New Well,Industrial,"Valiant Land & Cattle,LLC (Matthew Swierc)",Gaines,"Block H Sec 83, Seminole,",32.85618,-102.38298,27-13-3,4/30/2019,5/1/2019,2019,168,Johan P Banman,JB Drilling,59597,
509383,New Well,Industrial,Pearl OpCo Mtn.LLC (Jason Hulslander),Gaines,"Block G Sec 484 NW 1/4, Seminole,",32.768101,-102.948648,27-09-8,3/13/2019,3/14/2019,2019,283,Johan P Banman,JB Drilling,59597,
506138,New Well,Industrial,TEXAS LAND PETROLEUM,Gaines,"N/A, SEMINOLE, 79360",32.633756,-102.651808,27-19-9,6/20/2017,6/21/2017,2017,165,Peter Klassen,PETER KLASSEN,59406,
505116,New Well,Industrial,Pearl Oil & Gas,Gaines,"Block A-11 Sec 11, Seminole, 79360",32.753909,-102.970805,27-09-7,2/11/2019,2/11/2019,2019,235,Johan P Banman,JB Drilling,59597,
505115,New Well,Industrial,PME Land LLC,Gaines,"Block G Sec 463, Seminole, 79360",32.797498,-102.931464,27-09-5,12/22/2018,12/22/2018,2018,225,Johan P Banman,JB Drilling,59597,
497860,New Well,Industrial,ADDON DEVELOPMENT LLC,Gaines,"BLOCK A-9 SECTION 6, SEMINOLE, 79360",32.771944,-103.055556,26-16-8,4/4/2018,4/5/2018,2018,211,Alan Garrett Eades,Eades Drilling,2330,
492625,New Well,Industrial,Lone Tree SWD LLC,Gaines,"Location 600 S 300 S Block G Section 383, Seminole, 79360",32.882778,-102.860306,27-02-7,9/24/2018,9/25/2018,2018,240,Jacob P Klassen,Jacob P Klassen Drilling Co,58827,
492065,New Well,Industrial,Sabinal Energy Operating,Gaines,"Location: 1395N, 2095E
Block: A-22
Section: 4, Seminole, 79360",32.583583,-102.676467,27-27-2,9/17/2018,9/18/2018,2018,150,Peter B Loewen,Peter B Loewen,59470,
492062,New Well,Industrial,Sabinal Energy Operating,Gaines,"Location: 1830N, 2160E
Block: A-22
Section: 4, Seminole, 79360",32.582433,-102.676367,27-27-5,9/14/2018,9/15/2018,2018,155,Peter B Loewen,Peter B Loewen,59470,
492059,New Well,Industrial,Sabinal Energy Operating (Landon Jones),Gaines,"Location: 2171N, 965E
Block: A-22
Section: 4, Seminole, 79360",32.581767,-102.672917,27-27-5,9/4/2018,9/5/2018,2018,155,Peter B Loewen,Peter B Loewen,59470,
492056,New Well,Industrial,Sabinal Energy Operating (Landon Jones),Gaines,"Location: 2322N, 1316E
Block: A-22
Section: 4, Seminole, 79360",32.582233,-102.67215,27-27-5,8/30/2018,8/31/2018,2018,160,Peter B Loewen,Peter B Loewen,59470,
491373,New Well,Industrial,Lone Tree SWD .LLC,Gaines,"Location 300 S 300 W Block G Section 383, Seminole, 79360",32.875278,-102.849167,27-02-7,9/3/2018,9/4/2018,2018,242,Jacob P Klassen,Jacob P Klassen Drilling Co,58827,
480994,New Well,Industrial,Oxy Todd king,Gaines,"1100 E 820 N, Seminole Tx, 79360",32.713472,-102.955556,27-17-2,5/21/2018,5/25/2018,2018,302,HENRY NEUFELD,HENRY NEUFELD,59619,
447123,New Well,Industrial,WILLIE DYCK,Gaines,"BLOCK A-6  SECTION 2, DENVER CITY,",32.945484,-102.997864,27-01-4,2/20/2017,2/20/2017,2017,204,Jacobo F Friesen,VANGUARD WATER WELLS,59415,
443140,New Well,Industrial,Hess Corporation,Gaines,"260 W 60 N 340 E  600 S Block G  Section  332, Seminole  Tex,",32.737867,-102.8048,27-18-2,2/9/2017,2/10/2017,2017,222,Charley Goertzen,Goertzen Drilling,59489,
442998,New Well,Industrial,Hess CORPORATION,Gaines,"900 N 400 E Block G  Section 357, Seminole,",32.729233,-102.812483,27-18-2,2/6/2017,2/7/2017,2017,245,Charley Goertzen,Goertzen Drilling,59489,
440767,New Well,Industrial,Todd King,Gaines,"306 N Gary Lane, Denver City, 79323",32.882222,-102.954444,27-01-8,12/20/2016,12/23/2016,2016,258,HENRY NEUFLED,HENRY NEUFELD,59619,
440399,New Well,Industrial,Hess Corporation,Gaines,"Block G Section 481, Seminole,",32.737317,-102.756633,27-18-3,9/28/2016,9/30/2016,2016,221,Charley Goertzen,Goertzen Drilling,59489,
440395,New Well,Industrial,Hess Corporation,Gaines,"Block G Section 287, Seminole,",32.716133,-102.945033,27-17-2,9/22/2016,9/23/2016,2016,278,Charley Goertzen,Goertzen Drilling,59489,
437079,New Well,Industrial,Paige McNeill,Gaines,"Blk A-28 Sec 14, Hobbs, 88241",32.586944,-103.041111,26-32-3,9/21/2016,10/12/2016,2016,1500,Johny Loewen,DRILL PRO WATER WELL DRILLING,59027,
430391,New Well,Industrial,INEOS Olefins & Polymers,Gaines,"County Road 359 and County Road 208, Seminole,",32.775944,-102.956333,27-09-8,8/16/2016,8/18/2016,2016,265,Leeroy Trevino,"HI PLAINS DRILLING, INC.",54667,
428451,New Well,Industrial,Paige McNeill,Gaines,"BLOCK A-12    SECTION 15, SEMINOLE, 79360",32.623154,-103.063902,26-32-2,6/17/2016,6/17/2016,2016,210,Jacobo F Friesen,VANGUARD WATER WELLS,59415,
426219,New Well,Industrial,OXY,Gaines,"OFF HWY 1757, DENVER CITY,",32.858028,-102.886139,27-09-3,7/5/2016,7/8/2016,2016,252,Rory B Roach,West Texas Water Well Service,54815,
422713,New Well,Industrial,INEOS,Gaines,"County Road 359 and County Road 208, Seminole,",32.77725,-102.954833,27-09-8,5/2/2016,5/10/2016,2016,265,Leeroy Trevino,"HI PLAINS DRILLING, INC.",54667,
405391,New Well,Industrial,PRIMAL GARDENS,Gaines,"BLK G SEC 192, SEMINOLE, 79360",32.686667,-102.657778,27-19-6,9/22/2015,9/23/2015,2015,194,Johny Loewen,DRILL PRO WATER WELL DRILLING,59027,
403821,New Well,Industrial,Teichroeb Family Farms (Triumph Explor.,Gaines,"Sec 15 Blk A-27, Seminole, 79360",32.719722,-102.656667,27-19-3,8/27/2015,8/27/2015,2015,173,Johny Loewen,Drill Pro Waterwell Drilling,59027,
403817,New Well,Industrial,Russel Hill  (Triumph Exploration,Gaines,"Sec 20 Blk A-12, Seminole, 79360",32.597222,-102.988334,27-25-1,8/28/2015,8/28/2015,2015,180,Johny Loewen,Drill Pro Waterwell Drilling,59027,
397907,New Well,Industrial,Hess,Gaines,"block G Sect 357,",32.736389,-102.806667,27-18-2,4/27/2015,4/28/2015,2015,225,John Goertzen,Goertzen Drilling,50304,
397905,New Well,Industrial,Hess,Gaines,"block G Sect 357,",32.736111,-102.815556,27-18-2,4/21/2015,4/22/2015,2015,242,John Goertzen,Goertzen Drilling,50304,
397903,New Well,Industrial,Hess,Gaines,"block G Sect 332,",32.736111,-102.810834,27-18-2,4/23/2015,4/25/2015,2015,225,John Goertzen,Goertzen Drilling,50304,
386543,New Well,Industrial,Wallach Concert Company,Gaines,"Block G   Section 166, 79360",32.769444,-102.638334,27-11-9,12/11/2014,12/15/2014,2014,215,Tobias Peters,Pearson Drilling,56068,
386294,New Well,Industrial,Josie King,Gaines,"122 CR 404C, Seminole, 79360",32.68,-102.634722,27-19-6,9/2/2014,11/21/2014,2014,160,Ricky Dan Baccus,Baccus Drilling Co.,3144,
386292,New Well,Industrial,Chad King,Gaines,"122 CR 404C, Seminole, 79360",32.678055,-102.639167,27-19-6,10/6/2014,11/24/2014,2014,166,Ricky Dan Baccus,Baccus Drilling Co.,3144,
369285,Replacement,Industrial,JIMMY DAVIS,Gaines,"Block A-22 Sect. 13,",32.622778,-103.025,26-32-3,4/24/2014,4/24/2014,2014,157,John Goertzen,GOERTZEN DRILLING,50304,
369066,New Well,Industrial,Hess Corporation,Gaines,"Block G Sec 357,",32.730278,-102.825,27-18-2,4/3/2014,4/4/2014,2014,232,John Goertzen,Goertzen Drilling,50304,
368990,New Well,Industrial,HESS CORPORATION,Gaines,,32.736945,-102.746945,27-19-1,4/7/2014,4/8/2014,2014,234,John Goertzen,GOERTZEN DRILLING,50304,
368168,New Well,Industrial,JESSICA 2008 TRUST,Gaines,"BLK A-24 SEC 20, SEMINOLE, 79360",32.602778,-102.712223,27-27-1,6/20/2014,6/24/2014,2014,259,Johny Loewen,DRILL PRO WATER WELL DRILLING,59027,
368166,New Well,Industrial,JESSICA 2008 TRUST,Gaines,"BLK A-24 SEC 20, SEMINOLE, 79360",32.599167,-102.711112,27-27-1,6/17/2014,6/19/2014,2014,290,Johny Loewen,DRILL PRO WATER WELL DRILLING,59027,
354585,New Well,Industrial,"NOBLE ENERGY, Inc.",Gaines,"Aprox 3 N of Int 108&109, Seminole,",32.797778,-102.573055,27-12-5,2/10/2014,2/18/2014,2014,294,George F Sheehan,NATIONAL EWP,1399,
331631,New Well,Industrial,PARALLEL PETROLEUM,Gaines,"BLK A-22 SEC 20, SEMINOLE,",32.545834,-102.608612,27-28-4,12/8/2011,12/11/2011,2011,305,Cecil Allen Jeter,JETER DRILLING,799,
331627,New Well,Industrial,PARALLEL PETROLEUM,Gaines,"BLK A-22 SEC 20, SEMINOLE,",32.544722,-102.613334,27-28-4,12/2/2011,12/7/2011,2011,272,Cecil Allen Jeter,JETER DRILLING,799,
330018,New Well,Industrial,"CONVETTE HOLIDAY CO., LLC",Gaines,"NE 1/4 SEC 10 BLK A-21,",32.655556,-102.642222,27-19-9,2/6/2013,2/9/2013,2013,150,Billy Jack Robinson,ROBINSON DRILLING,54277,
327253,New Well,Industrial,Parallel Petroleum,Gaines,"Block A - 22  Sect. 20, Seminole,",32.546111,-102.617222,27-28-4,10/30/2012,10/30/2012,2012,200,John Goertzen,Goertzen Drilling,50304,
324670,New Well,Industrial,Hess Corp,Gaines,"Block A11 Sect 13, Seminole,",32.716112,-102.958334,27-17-1,11/19/2012,11/20/2012,2012,305,John Goertzen,Goertzen Drilling,50304,
324629,New Well,Industrial,Parallel Petroleum,Gaines,"Block A-22 Sect 20, Seminole,",32.548611,-102.618889,27-28-4,10/29/2012,10/30/2012,2012,210,John Goertzen,Goertzen Drilling,50304,
324626,New Well,Industrial,Parallel Petroleum,Gaines,"Block A-22 Sect 11, Seminole,",32.557778,-102.623333,27-28-4,11/5/2012,11/6/2012,2012,235,John Goertzen,Goertzen Drilling,50304,
324614,New Well,Industrial,Parallel Petroleum,Gaines,"Block A-22 Sect 11, Seminole,",32.556945,-102.619167,27-28-4,11/6/2012,11/6/2012,2012,265,John Goertzen,Goertzen Drilling,50304,
324572,New Well,Industrial,Joe P Valencia,Gaines,"Block G Sect 383, Whitrock,",32.872778,-102.848611,27-10-1,7/9/2012,7/10/2012,2012,260,John Goertzen,Goertzen Drilling,50304,
324537,New Well,Industrial,Enterprise Products,Gaines,"Block A-X Sect 24, Seminole,",32.775833,-102.956389,27-09-8,8/15/2012,8/16/2012,2012,305,John Goertzen,Goertzen Drilling,50304,
324522,New Well,Industrial,Amerada Hess,Gaines,"Block G Sect. 368, Seminole, 79360",32.714723,-102.936667,27-17-2,11/1/2010,11/2/2010,2010,238,John Goertzen,Goertzen Drilling,50304,
324515,New Well,Industrial,Amerada Hess,Gaines,"Block A-11 Sect. 13, Seminole, 79360",32.715278,-102.970555,27-17-1,10/26/2010,10/26/2010,2010,265,John Goertzen,Goertzen Drilling,50304,
282613,New Well,Industrial,Parallel Petroleum,Gaines,"blk a-22  sec 20, Seminole, 79360",32.552778,-102.618611,27-28-4,3/26/2012,3/31/2012,2012,240,Johny Loewen,H & F Waterwell Drilling Co.,59027,
282611,New Well,Industrial,Parallel Petroleum,Gaines,"blk a-22  sec 20, Seminole, 79360",32.551667,-102.621111,27-28-4,3/26/2012,3/28/2012,2012,239,Johny Loewen,H & F Waterwell Drilling Co.,59027,
282608,New Well,Industrial,Parallel Petroleum,Gaines,"blk a-22  sec 20, Seminole, 79360",32.543889,-102.617222,27-28-4,3/21/2012,3/24/2012,2012,250,Johny Loewen,H & F Waterwell Drilling Co.,59027,
273284,New Well,Industrial,Gaines County Pct. 2,Gaines,"CR 231, Seminole,",32.862223,-102.889167,27-09-3,9/19/2011,9/30/2011,2011,270,Billy Jack Robinson,Robinson Drilling,54277,
268260,New Well,Industrial,Gaines County,Gaines,"FM 213 - SE 1/4 Sec. 10 Blk. G, Seminole, 79360",32.902501,-102.409723,27-05-9,8/8/2011,8/26/2011,2011,210,Billy Jack Robinson,Robinson Drilling,54277,
264747,New Well,Industrial,Cooper Natural Resources,Gaines,"West of Seagraves on Hwy 83 to CR 143, South to CR 120, West 1 mi, South 4 miles, Seagraves, 79359",32.810556,-102.280278,27-14-6,8/6/2011,8/8/2011,2011,100,Duane Ward,"Presage Environmental, Inc.",54415,
241124,New Well,Industrial,Occidental Permian LTD.,Gaines,"0.9 mi W of CR231 and RR1757 intersect, Denver City, 79323",32.868889,-102.909723,27-09-3,7/7/2010,11/18/2010,2010,238.5,Lee Foster Gebbert,"Geoprojects International, Inc",2525,
241115,New Well,Industrial,Occidental Permian LTD.,Gaines,"0.5 mi W of CR231 on CR218-E, Denver City, 79323",32.896111,-102.935556,27-01-8,7/22/2010,11/17/2010,2010,218,Lee Foster Gebbert,"Geoprojects International, Inc",2525,
241100,New Well,Industrial,Occidental Permian LTD.,Gaines,"0.13 mi W of RR1757/RR2055 Intersect, Denver City, 79323",32.896111,-102.935556,27-01-8,11/18/2010,11/20/2010,2010,258,Lee Foster Gebbert,"Geoprojects International, Inc",2525,129609
241083,New Well,Industrial,Occidental Permian LTD.,Gaines,"0.13 mi W of RR1757/RR2055 Intersect, Denver City, 79323",32.896111,-102.935556,27-01-8,8/4/2010,11/16/2010,2010,200,Lee Foster Gebbert,"Geoprojects International, Inc",2525,
241050,New Well,Industrial,Occidental Permian LTD.,Gaines,"0.25 mi N of CR220-F/CR237-B Intersect, Denver City, 79323",32.881389,-102.953889,27-01-8,9/13/2010,11/15/2010,2010,253,Lee Foster Gebbert,"Geoprojects International, Inc",2525,
241028,New Well,Industrial,Occidental Permian LTD.,Gaines,"0.63 mi SE of RR2055/RR1757 Intersect, Denver City, 79323",32.898056,-102.928611,27-01-8,9/28/2010,11/14/2010,2010,259,Lee Foster Gebbert,"Geoprojects International, Inc",2525,
240880,New Well,Industrial,Occidental Permian LTD.,Gaines,"1.7 mi SE of RR2055/RR1757 Intersect and 1.0 mi due East, Denver City, 79323",32.882222,-102.928611,27-01-8,10/12/2010,11/12/2010,2010,227,Lee Foster Gebbert,"Geoprojects International, Inc",2525,
237225,New Well,Industrial,Cooper Natural Resources,Gaines,"West of Wellman on Hwy 83 to CR 143, S to CR 120, W 1 mi, S 4 mi, Seagraves, 79359",32.809167,-102.282778,27-14-6,11/8/2010,11/9/2010,2010,100,Duane Ward,Presage Environmental Inc,54415,
237218,New Well,Industrial,Cooper Natural Resources,Gaines,"West of Wellman on Hwy 83 to CR 143, S to CR 120, W 1 mi, S 4 mi, Seagraves, 79359",32.810556,-102.280278,27-14-6,11/2/2010,11/4/2010,2010,100,Duane Ward,Presage Environmental Inc,54415,
233503,New Well,Industrial,Snow Oil and Gas Inc.,Gaines,"Eagle Claw Location NO 1, Andrews, 79714",32.614723,-102.438334,27-29-2,10/11/2010,10/15/2010,2010,302,Clifton E Wilson,Wilson Drilling and Pump Co.,2423,
233501,New Well,Industrial,Snow Oil and Gas Inc.,Gaines,"Eagle Claw Location NO 1, Andrews, 79714",32.614723,-102.459723,27-29-1,9/18/2010,9/25/2010,2010,325,Clifton E Wilson,Wilson Drilling and Pump Co.,2423,128805
229632,New Well,Industrial,Occidental Permian LTD.,Gaines,"1250' SW. of RR1757 and CR 231 Intersection, Denver City, 79323",32.866944,-102.895,27-09-3,12/6/2009,7/26/2010,2010,249,Lee Foster Gebbert,"Geoprojects International, Inc",2525,
229620,New Well,Industrial,Occidental Permian LTD.,Gaines,"1250' SW. of RR1757 and CR 231 Intersection, Denver City, 79323",32.859167,-102.894445,27-09-3,12/4/2009,7/25/2010,2010,260,Lee Foster Gebbert,"Geoprojects International, Inc",2525,
229619,New Well,Industrial,Occidental Permian LTD.,Gaines,"100' W. of RR1757 and CR 231 Intersection, Denver City, 79323",32.866944,-102.895278,27-09-3,12/2/2009,7/24/2010,2010,260,Lee Foster Gebbert,"Geoprojects International, Inc",2525,
229618,New Well,Industrial,Occidental Permian LTD.,Gaines,"1000 E. of RR1757, 500' N. of CR220, Denver City, 79323",32.875,-102.885278,27-01-9,12/8/2009,7/23/2010,2010,252,Lee Foster Gebbert,"Geoprojects International, Inc",2525,
224382,New Well,Industrial,"Thornton, Ernest",Gaines,"NE 1/4 Sec 19 Blk A-22,",32.553612,-102.625,27-27-6,5/13/2010,5/15/2010,2010,207,Billy Jack Robinson,Robinson Drilling,54277,
223150,New Well,Industrial,Mid America Pipeline,Gaines,"1745 W Block A-X Section 24,",32.780833,-102.954167,27-09-8,10/26/2009,10/28/2009,2009,250,John Goertzen,Goertzen Drilling,50304,
176406,New Well,Industrial,"Enterprise PB Energy Storage Serv., Inc.",Gaines,"17 miles W, 6 miles N, Seminole, 79360",32.767778,-102.8675,27-10-7,8/16/2005,8/26/2005,2005,245,Cecil Allen Jeter,"Jeter Drilling Co., Inc.",799,
176404,New Well,Industrial,"Enterprise PB Energy Storage Serv., Inc.",Gaines,"17 miles W, 6 miles N, Seminole, 79360",32.784722,-102.8675,27-10-7,8/4/2005,8/13/2005,2005,257,Cecil Allen Jeter,"Jeter Drilling Co., Inc.",799,
176396,New Well,Industrial,Pure Resources,Gaines,"9 miles E, 3 miles S, Seminole, 79360",32.696667,-102.822222,27-18-5,7/11/2005,7/25/2005,2005,167,Cecil Allen Jeter,"Jeter Drilling Co., Inc.",799,
173988,New Well,Industrial,Enterprise Products,Gaines,"Block A-X, Section 24,",32.776944,-102.968611,27-09-7,11/1/2006,11/2/2006,2006,265,John Goertzen,Goertzen Drilling,50304,
173982,New Well,Industrial,Shelby Elam-John Swearengen,Gaines,"Block A-22, Section 14,",32.558056,-102.697778,27-27-5,10/25/2006,10/25/2006,2006,194,John Goertzen,Goertzen Drilling,50304,
173975,New Well,Industrial,Shelby Elam-Debbie Baggett,Gaines,"Block A-22, Section 15,",32.560278,-102.681111,27-27-5,10/27/2006,10/27/2006,2006,193,John Goertzen,Goertzen Drilling,50304,
158301,New Well,Industrial,Centurion Pipeline,Gaines,"Hwy 385, Seminole Station, Seminole, 79360",32.6875,-102.645834,27-19-6,9/8/2008,9/8/2008,2008,150,R Darrell Crass,Darrell Crass Drilling Company Inc,2752,
156936,New Well,Industrial,Singleton Family Partnership,Gaines,"League 295-Labor 17, Seminole,",32.605834,-102.398056,27-29-3,5/8/2008,5/12/2008,2008,126,Richard R Ford,Ford Drilling,2681,
154870,New Well,Industrial,B & B Potatoes Inc./Seminole Produce,Gaines,"Block A-X Section 22,",32.718611,-102.953612,27-17-2,5/27/2008,5/27/2008,2008,259,John Goertzen,Goertzen Drilling,50304,
152473,Reconditioning,Industrial,"Oxy USA, Inc.",Gaines,"Denver City,",32.894445,-102.946111,27-01-8,7/14/2008,7/14/2008,2008,,David Gann,West Texas Water Well Service,4855,
146055,New Well,Industrial,"Oxy USA, Inc.",Gaines,"Section 495-2, Denver City,",32.911389,-102.962501,27-01-7,6/9/2008,6/19/2008,2008,260,David Gann,West Texas Water Well Service,4855,
144049,New Well,Industrial,"Oxy USA, Inc.",Gaines,"Section 31-2, Denver City,",32.898334,-102.972778,27-01-7,5/26/2008,6/3/2008,2008,225,David Gann,West Texas Water Well Service,4855,
125300,New Well,Industrial,Energen Resources,Gaines,"North Robinson Unit,",32.681389,-102.782222,27-18-6,9/13/2007,9/18/2007,2007,201,Bill M Dubose Jr,Dubose Drilling Inc,3161,
